Num of Nodes	BW	Num of Hops	Path	Execution Time (seconds)
7	10	6	[1, 2, 3]	0.026398181915283203
7	15	6	[1, 2, 3]	0.022938966751098633
7	20	6	[1, 2, 3]	0.027319908142089844
7	25	6	[1, 2, 3]	0.029667139053344727
7	1	10	[10, 4, 7, 9, 5]	0.03538990020751953
7	5	10	[10, 4, 7, 9, 5]	0.030025959014892578
7	10	10	[10, 4, 7, 9, 5]	0.02830362319946289
7	15	10	[10, 4, 7, 9, 5]	0.027751684188842773
7	20	10	[10, 4, 7, 9, 5]	0.03015422821044922
7	25	10	[10, 4, 7, 9, 5]	0.03109884262084961
7	1	4	[2, 9, 5]	0.03865194320678711
7	5	4	[2, 9, 5]	0.03847098350524902
7	10	4	[2, 9, 5]	0.03866243362426758
7	15	4	[2, 9, 5]	0.04063582420349121
7	20	4	[2, 9, 5]	0.03944849967956543
7	25	4	[2, 9, 5]	0.039600372314453125
7	1	2	[9, 2]	0.043964385986328125
7	5	2	[9, 2]	0.04584550857543945
7	10	2	[9, 2]	0.042311906814575195
7	15	2	[9, 2]	0.027289628982543945
7	20	2	[9, 2]	0.017885446548461914
7	25	2	[9, 2]	0.01847386360168457
7	1	6	[11, 0, 9, 5]	0.04531669616699219
7	5	6	[11, 0, 9, 5]	0.03731822967529297
7	10	6	[11, 0, 9, 5]	0.03603553771972656
7	15	6	[11, 0, 9, 5]	0.0390324592590332
7	20	6	[11, 0, 9, 5]	0.03341102600097656
7	25	11	[11, 0, 13, 0, 9, 5]	0.030523300170898438
7	1	4	[3, 6, 10]	0.05384373664855957
7	5	4	[3, 6, 10]	0.05125594139099121
7	10	4	[3, 6, 10]	0.06719183921813965
7	15	4	[3, 6, 10]	0.05597209930419922
7	20	4	[3, 6, 10]	0.04537343978881836
7	25	4	[3, 6, 10]	0.04930472373962402
7	1	8	[5, 9, 0, 11]	0.037863969802856445
7	5	8	[5, 9, 0, 11]	0.031955718994140625
7	10	12	[5, 8, 1, 2, 12, 11]	0.03556418418884277
7	15	8	[5, 9, 0, 11]	0.03479504585266113
7	20	8	[5, 9, 0, 11]	0.03558039665222168
7	25	8	[5, 9, 0, 11]	0.04140043258666992
7	1	8	[10, 6, 3, 2, 12]	0.04364824295043945
7	5	8	[10, 6, 3, 2, 12]	0.035971641540527344
7	10	27	[10, 4, 7, 9, 5, 8, 1, 8, 5, 9, 2, 12]	0.029609203338623047
7	15	8	[10, 6, 3, 2, 12]	0.03400421142578125
7	20	12	[10, 4, 7, 9, 2, 12]	0.0336611270904541
7	25	21	[10, 6, 10, 4, 7, 9, 5, 9, 2, 12]	0.033941030502319336
7	1	5	[5, 9, 2]	0.026587963104248047
7	5	5	[5, 9, 2]	0.02193903923034668
7	10	5	[5, 9, 2]	0.02833247184753418
7	15	5	[5, 9, 2]	0.023014545440673828
7	20	5	[5, 9, 2]	0.016834497451782227
7	25	5	[5, 9, 2]	0.017220735549926758
7	1	4	[3, 2, 1]	0.02926182746887207
7	5	4	[3, 2, 1]	0.035370588302612305
7	10	4	[3, 2, 1]	0.02435779571533203
7	15	4	[3, 2, 1]	0.029566526412963867
7	20	4	[3, 2, 1]	0.020451068878173828
7	25	4	[3, 2, 1]	0.02316737174987793
8	1	2	[12, 0]	0.04614686965942383
8	5	2	[12, 0]	0.0777580738067627
8	10	4	[12, 11, 0]	0.06493616104125977
8	15	2	[12, 0]	0.059505462646484375
8	20	2	[12, 0]	0.047254323959350586
8	25	2	[12, 0]	0.054126739501953125
8	1	6	[13, 0, 9, 5]	0.16978073120117188
8	5	6	[13, 0, 9, 5]	0.15693044662475586
8	10	6	[13, 0, 9, 5]	0.15828776359558105
8	15	6	[13, 0, 9, 5]	0.13342666625976562
8	20	6	[13, 0, 9, 5]	0.13813400268554688
8	25	6	[13, 0, 9, 5]	0.13602614402770996
8	1	5	[2, 1, 8]	0.1674199104309082
8	5	5	[2, 1, 8]	0.1542985439300537
8	10	5	[2, 1, 8]	0.1811811923980713
8	15	5	[2, 1, 8]	0.14443469047546387
8	20	19	[2, 9, 7, 9, 0, 11, 0, 9, 5, 8]	0.15553855895996094
8	25	5	[2, 1, 8]	0.15029335021972656
8	1	10	[10, 4, 7, 9, 0, 13]	0.2698099613189697
8	5	10	[10, 4, 7, 9, 0, 13]	0.26120543479919434
8	10	10	[10, 4, 7, 9, 0, 13]	0.24121308326721191
8	15	10	[10, 4, 7, 9, 0, 13]	0.195387601852417
8	20	10	[10, 4, 7, 9, 0, 13]	0.21834206581115723
8	25	11	[10, 4, 7, 9, 0, 13]	0.3835761547088623
8	1	6	[5, 9, 2, 1]	0.2622642517089844
8	5	4	[5, 8, 1]	0.24783897399902344
8	10	6	[5, 8, 1]	0.24431586265563965
8	15	7	[5, 9, 2, 1]	0.2606234550476074
8	20	6	[5, 8, 1]	0.3040812015533447
8	25	12	[5, 9, 7, 9, 2, 1]	0.2542109489440918
8	1	8	[13, 0, 9, 7, 4]	0.28734540939331055
8	5	8	[13, 0, 9, 7, 4]	0.25533366203308105
8	10	8	[13, 0, 9, 7, 4]	0.26688337326049805
8	15	17	[13, 0, 11, 0, 9, 5, 9, 7, 4]	0.2440500259399414
8	20	8	[13, 0, 9, 7, 4]	0.20738720893859863
8	25	8	[13, 0, 9, 7, 4]	0.250302791595459
8	1	8	[6, 3, 2, 9, 7]	0.1504065990447998
8	5	8	[6, 3, 2, 9, 7]	0.1470017433166504
8	10	12	[6, 3, 2, 12, 0, 9, 7]	0.1403946876525879
8	15	6	[6, 10, 4, 7]	0.12670469284057617
8	20	6	[6, 10, 4, 7]	0.11997509002685547
8	25	8	[6, 3, 2, 9, 7]	0.13257789611816406
8	1	2	[0, 9]	0.08542442321777344
8	5	2	[0, 9]	0.09170079231262207
8	10	2	[0, 9]	0.11835074424743652
8	15	2	[0, 9]	0.07498955726623535
8	20	2	[0, 9]	0.07991218566894531
8	25	2	[0, 9]	0.09076285362243652
8	1	4	[9, 2, 12]	0.11632180213928223
8	5	8	[9, 0, 13, 0, 12]	0.1519145965576172
8	10	4	[9, 2, 12]	0.13359999656677246
8	15	4	[9, 2, 12]	0.14989829063415527
8	20	4	[9, 2, 12]	0.11978411674499512
8	25	5	[9, 2, 12]	0.13892078399658203
8	1	4	[12, 0, 13]	0.17399120330810547
8	5	4	[12, 0, 13]	0.16403865814208984
8	10	4	[12, 0, 13]	0.16396331787109375
8	15	4	[12, 0, 13]	0.18808865547180176
8	20	4	[12, 0, 13]	0.13642597198486328
8	25	4	[12, 0, 13]	0.14302420616149902
8	1	4	[12, 0, 13]	0.14838266372680664
8	5	4	[12, 0, 13]	0.1616361141204834
8	10	4	[12, 0, 13]	0.16533946990966797
8	15	4	[12, 0, 13]	0.1456892490386963
8	20	4	[12, 0, 13]	0.14872026443481445
8	25	4	[12, 0, 13]	0.14933276176452637
8	1	4	[9, 2, 12]	0.10750365257263184
8	5	4	[9, 2, 12]	0.11709237098693848
8	10	4	[9, 2, 12]	0.10187435150146484
8	15	4	[9, 2, 12]	0.10964584350585938
8	20	4	[9, 2, 12]	0.09644651412963867
8	25	5	[9, 2, 12]	0.11583876609802246
8	1	7	[12, 2, 9, 5]	0.17926836013793945
8	5	7	[12, 2, 9, 5]	0.15876126289367676
8	10	7	[12, 2, 9, 5]	0.1362290382385254
8	15	10	[12, 0, 11, 0, 9, 5]	0.12424778938293457
8	20	7	[12, 2, 9, 5]	0.1301736831665039
8	25	12	[12, 2, 1, 2, 9, 5]	0.12554478645324707
8	1	12	[10, 6, 3, 2, 12, 0, 11]	0.16489529609680176
8	5	10	[10, 4, 7, 9, 0, 11]	0.1737220287322998
8	10	10	[10, 6, 3, 2, 12, 11]	0.18263912200927734
8	15	10	[10, 4, 7, 9, 0, 11]	0.16696619987487793
8	20	14	[10, 6, 10, 4, 7, 9, 0, 11]	0.18501687049865723
8	25	11	[10, 4, 7, 9, 0, 11]	0.23261141777038574
8	1	6	[1, 2, 3]	0.12154364585876465
8	5	6	[1, 2, 3]	0.1250452995300293
8	10	6	[1, 2, 3]	0.12429237365722656
8	15	6	[1, 2, 3]	0.11629056930541992
8	20	6	[1, 2, 3]	0.12562847137451172
8	25	6	[1, 2, 3]	0.1217505931854248
8	1	38	[5, 8, 5, 9, 5, 9, 5, 9, 7, 4, 7, 9, 0, 9, 5, 9, 7, 4, 10, 6]	0.3193979263305664
8	5	21	[5, 9, 5, 9, 7, 9, 5, 9, 2, 3, 6]	0.28401660919189453
8	10	14	[5, 8, 1, 2, 3, 6]	0.24734044075012207
8	15	10	[5, 9, 2, 3, 6]	0.2666764259338379
8	20	20	[5, 9, 7, 9, 5, 9, 7, 4, 10, 6]	0.23313188552856445
8	25	11	[5, 9, 7, 4, 10, 6]	0.262664794921875
8	1	6	[7, 9, 2, 12]	0.1257483959197998
8	5	6	[7, 9, 2, 12]	0.13547396659851074
8	10	6	[7, 9, 2, 12]	0.15010404586791992
8	15	6	[7, 9, 2, 12]	0.12462568283081055
8	20	6	[7, 9, 2, 12]	0.12495970726013184
8	25	7	[7, 9, 2, 12]	0.14621353149414062
8	1	8	[13, 0, 9, 7, 4]	0.25766968727111816
8	5	8	[13, 0, 9, 7, 4]	0.2311844825744629
8	10	8	[13, 0, 9, 7, 4]	0.2376573085784912
8	15	8	[13, 0, 9, 7, 4]	0.22579050064086914
8	20	12	[13, 0, 11, 0, 9, 7, 4]	0.22384047508239746
8	25	8	[13, 0, 9, 7, 4]	0.18891048431396484
8	1	15	[1, 2, 12, 2, 3, 6, 10]	0.35615038871765137
8	5	10	[1, 2, 3, 6, 10]	0.33164262771606445
8	10	10	[1, 2, 3, 6, 10]	0.2662017345428467
8	15	15	[1, 8, 5, 9, 7, 4, 10]	0.25829577445983887
8	20	15	[1, 8, 5, 9, 7, 4, 10]	0.2364504337310791
8	25	10	[1, 2, 3, 6, 10]	0.2565596103668213
8	1	2	[13, 0]	0.016191482543945312
