Num of Nodes	BW	Num of Hops	Path	Execution Time (seconds)
5	20	8	[11, 0, 9, 5, 8]	0.0029871463775634766
5	25	8	[11, 0, 9, 5, 8]	0.0042667388916015625
5	1	20	[13, 11, 0, 9, 5, 8, 1, 2, 3, 6]	0.006689310073852539
5	5	13	[13, 11, 0, 9, 2, 3, 6]	0.0046939849853515625
5	10	20	[13, 11, 0, 9, 5, 8, 1, 2, 3, 6]	0.005755901336669922
5	15	21	[13, 11, 0, 9, 5, 8, 1, 2, 3, 6]	0.006622314453125
5	20	22	[13, 11, 0, 9, 5, 8, 1, 2, 3, 6]	0.013058662414550781
5	25	23	[13, 11, 0, 9, 5, 8, 1, 2, 3, 6]	0.0053255558013916016
5	1	7	[1, 2, 3, 6]	0.002491474151611328
5	5	30	[1, 2, 9, 5, 8, 5, 9, 0, 11, 13, 0, 12, 2, 3, 6]	0.007382392883300781
5	10	7	[1, 2, 3, 6]	0.004073619842529297
5	15	8	[1, 2, 3, 6]	0.0031969547271728516
5	20	8	[1, 2, 3, 6]	0.0019953250885009766
5	25	9	[1, 2, 3, 6]	0.00380706787109375
5	1	33	[9, 5, 8, 1, 2, 3, 6, 10, 4, 7, 4, 7, 9, 0, 11]	0.006072521209716797
5	5	28	[9, 5, 8, 1, 2, 3, 6, 10, 4, 7, 9, 0, 11]	0.008112192153930664
5	10	28	[9, 5, 8, 1, 2, 3, 6, 10, 4, 7, 9, 0, 11]	0.006076335906982422
5	15	29	[9, 5, 8, 1, 2, 3, 6, 10, 4, 7, 9, 0, 11]	0.009413719177246094
5	20	35	[9, 5, 8, 1, 2, 3, 6, 10, 4, 7, 4, 7, 9, 0, 11]	0.008043050765991211
5	25	36	[9, 5, 8, 1, 2, 3, 6, 10, 4, 7, 4, 7, 9, 0, 11]	0.00634455680847168
5	1	15	[11, 0, 9, 5, 8, 1, 2, 3]	0.006098508834838867
5	5	15	[11, 0, 9, 5, 8, 1, 2, 3]	0.004174470901489258
5	10	15	[11, 0, 9, 5, 8, 1, 2, 3]	0.0045397281646728516
5	15	16	[11, 0, 9, 5, 8, 1, 2, 3]	0.004983186721801758
5	20	17	[11, 0, 9, 5, 8, 1, 2, 3]	0.0036695003509521484
5	25	10	[11, 0, 9, 2, 3]	0.004334449768066406
5	1	14	[4, 7, 9, 5, 8, 1, 2]	0.002757549285888672
5	5	14	[4, 7, 9, 5, 8, 1, 2]	0.0033919811248779297
5	10	14	[4, 7, 9, 5, 8, 1, 2]	0.0042116641998291016
5	15	14	[4, 7, 9, 5, 8, 1, 2]	0.002943754196166992
5	20	15	[4, 7, 9, 5, 8, 1, 2]	0.002962350845336914
5	25	15	[4, 7, 9, 5, 8, 1, 2]	0.0042765140533447266
5	1	34	[4, 7, 9, 5, 8, 1, 2, 3, 6, 10, 6, 3, 6, 10, 6]	0.00432133674621582
5	5	18	[4, 7, 9, 5, 8, 1, 2, 12, 11]	0.003194093704223633
5	10	35	[4, 7, 9, 5, 8, 1, 2, 3, 6, 10, 6, 10, 4, 10, 6]	0.005160331726074219
5	15	9	[4, 7, 9, 0, 11]	0.0015115737915039062
5	20	36	[4, 7, 9, 5, 8, 1, 2, 3, 6, 10, 6, 10, 4, 7, 9]	0.005712747573852539
5	25	37	[4, 7, 9, 5, 8, 1, 2, 3, 6, 10, 6, 10, 4, 7, 4]	0.004934072494506836
6	1	13	[6, 3, 2, 1, 8, 5, 9]	0.004221916198730469
6	5	13	[6, 3, 2, 1, 8, 5, 9]	0.0023233890533447266
6	10	15	[6, 3, 2, 1, 8, 5, 9]	0.0031995773315429688
6	15	15	[6, 3, 2, 1, 8, 5, 9]	0.004103422164916992
6	20	10010	[6, 3, 2, 1, 8, 5, 9]	0.003175020217895508
6	25	20007	[6, 3, 2, 1, 8, 5, 9]	0.003987312316894531
6	1	12	[12, 2, 3, 6, 10, 4, 7]	0.0032777786254882812
6	5	12	[12, 2, 3, 6, 10, 4, 7]	0.003509998321533203
6	10	12	[12, 2, 3, 6, 10, 4, 7]	0.005240917205810547
6	15	14	[12, 2, 3, 6, 10, 4, 7]	0.003834247589111328
6	20	14	[12, 2, 3, 6, 10, 4, 7]	0.005219936370849609
